"","HCT116 cells transfected with siRNA control for 48 h","HCT116 cells transfected with siRNA control for 48 h","HCT116 cells transfected with siRNA targeting KIF26B for 48 h","HCT116 cells transfected with siRNA targeting KIF26B for 48 h"
"645",1745,2184,2262,3939
"57731",204,322,309,465
"92799",1745,2248,1849,1818
"8425",6275,8438,6176,10418
"9253",1130,1441,1446,1135
"79934",519,738,842,658
"80271",519,661,705,882
"284325",405,643,590,620
"6626",1251,1676,1426,1593
"100529262",112,127,119,182
"100529264",510,642,756,572
"53916",113,127,118,185
"112398",423,534,650,415
"171523",24,19,28,14
"1548",14,18,21,15
"1549",10,17,10,6
"1572",4,11,10,14
"29785",654,911,670,500
"558",2971,3792,2032,2368
"11100",5082,6696,4575,3936
"105372401",325,430,295,246
"90324",491,592,631,257
"7040",1413,1789,1264,1639
"80776",68,93,86,78
"641649",105,147,113,121
"56915",621,863,612,597
"593",681,852,893,1096
"374907",29,30,28,36
"55101",801,1174,782,943
"6223",21635,27004,24076,22475
"102465478",5,16,23,5
"9138",2634,3133,2937,2934
"390937",73,99,103,92
"100505585",22,44,59,34
"10567",957,1170,1122,1120
"478",1168,1447,984,1128
"2901",88,73,94,85
"64763",621,937,705,703
"5452",87,100,72,61
"162989",1126,1346,1036,1093
"116115",490,540,470,304
"2931",2375,3055,1947,1599
"2077",1959,2507,2254,2100
"23152",2605,3323,2653,2567
"5050",778,1026,759,604
"284338",265,378,300,238
"284339",343,441,267,442
"1954",2244,2829,3057,1555
"84518",154,177,84,114
"101930071",35,32,36,26
"100996307",38,42,71,74
"3991",354,434,159,179
"634",60,71,127,42
"105372407",13,10,27,10
"1088",9,14,10,2
"27076",419,507,230,278
"653583",392,466,354,356
"23474",751,1055,988,862
"284346",25,47,29,29
"7515",672,959,564,541
"126298",1216,1554,1016,927
"79177",154,239,175,100
"126299",496,650,497,374
"100170229",175,240,224,156
"105372411",64,90,60,59
"199731",1056,1273,983,978
"5329",2005,2667,1736,2274
"105372412",21,16,12,15
"56006",800,937,1013,1337
"3783",1382,1857,2793,3664
"284348",89,147,82,120
"284349",276,372,362,210
"7596",265,278,361,155
"7638",110,126,118,78
"7711",51,69,52,40
"101928063",11,5,11,9
"7773",99,116,83,64
"7673",46,73,75,70
"7767",425,564,374,314
"100379224",151,200,150,99
"7768",193,173,145,80
"10780",75,91,110,40
"7769",274,371,365,248
"7770",285,310,416,290
"353355",67,77,89,69
"9310",86,74,98,59
"7771",64,78,99,37
"7733",168,231,183,107
"388550",12,12,12,10
"147710",16,21,29,22
"5817",2225,2841,2544,1931
"56971",88,119,169,224
"107985306",26,12,23,10
"602",657,802,651,830
"23624",920,1273,1181,1010
"4059",2176,2915,2319,2428
"5819",2826,3223,2429,2459
"10452",2780,3679,2878,1742
"348",71,125,48,45
"341",8,16,10,8
"1209",3015,3685,2847,2005
"5971",436,520,419,376
"11129",1492,2035,984,1423
"162979",141,162,155,85
"79760",313,413,330,175
"105372419",148,216,156,70
"284352",790,938,952,731
"284353",40,81,82,73
"79090",239,376,469,483
"388552",248,310,328,329
"57787",1386,1772,1631,1320
"1158",17,24,35,17
"147700",1157,1558,909,794
"2068",1566,2068,1699,1391
"10848",1883,2468,1859,1660
"10849",562,793,874,547
"2067",2006,2865,2486,1864
"2354",112,120,175,221
"6253",674,819,545,633
"147699",122,173,111,202
"7408",2861,3847,3508,3227
"107985315",35,22,11,45
"80207",678,935,856,580
"24139",1849,2490,2010,2503
"100287177",85,123,69,162
"2696",774,895,815,1160
"6633",3479,4683,3974,3911
"54814",500,664,447,877
"23403",974,1314,890,557
"388553",25,34,59,37
"147912",368,585,458,313
"109729182",161,169,138,135
"1760",1476,1898,1404,1341
"1762",1123,1416,1131,741
"8189",3446,4546,3971,3811
"3171",147,186,201,157
"26145",859,994,790,537
"339344",181,292,334,152
"4858",537,700,573,520
"729440",160,299,163,160
"8993",21,53,36,34
"105372421",41,46,50,42
"444882",18,42,38,13
"147920",10,17,11,4
"5536",2145,3007,2033,1879
"105372426",197,273,244,206
"100506012",8,14,16,8
"808",8746,11375,8735,6692
"5739",1617,2029,1838,1445
"94235",11,38,24,34
"147906",258,359,155,268
"100506068",4,11,11,5
"25865",1769,2436,1706,1738
"100422913",11,10,6,16
"107987269",209,264,189,175
"29888",3223,4054,2820,2613
"79147",226,248,320,109
"6510",3610,4743,5271,5095
"1175",3638,4665,3154,2438
"2909",2665,3292,3295,2431
"4861",66,91,141,104
"54958",664,770,465,527
"23211",1166,1482,1316,676
"10055",4626,5753,4874,3098
"27113",557,606,1174,1497
"100422899",11,6,11,18
"100422832",11,6,11,17
"26093",629,769,669,759
"255783",295,397,199,280
"105372427",27,26,31,13
"728",52,59,85,37
"9704",901,1196,1373,927
"56917",841,970,940,757
"6543",70,96,66,25
"11133",269,391,243,297
"100505681",123,149,117,83
"8775",1169,1535,1101,800
"29998",540,667,681,529
"30846",2534,3080,3170,3009
"29997",5351,6916,7405,6902
"692091",48,49,58,68
"106144593",80,121,95,117
"6415",2447,3115,2438,2180
"8605",36,38,64,38
"3978",2002,2565,1642,1814
"107985293",11,38,19,30
"374920",244,338,490,406
"22900",375,418,420,283
"100505812",15,17,29,16
"163071",80,99,95,41
"93233",209,294,196,534
"2014",968,1137,1131,1161
"55260",141,227,244,321
"10945",3546,4495,4536,3554
"107984140",22,36,35,35
"2906",1741,2294,1875,2319
"83743",1575,2106,1904,924
"3770",99,138,125,75
"9266",2619,3239,2301,3065
"114783",1334,1677,1600,2194
"6820",59,86,39,78
"54854",29,41,18,50
"6141",16218,20097,17935,16411
"56848",331,369,374,208
"1628",490,699,422,1431
"770",340,436,671,805
"653677",96,95,103,112
"126147",178,240,199,173
"105372431",135,113,116,81
"2524",158,204,192,117
"105447645",57,68,64,37
"284358",66,61,76,70
"54922",59,42,46,50
"284359",17,15,36,29
"2523",308,390,258,297
"587",1055,1272,957,1168
"105372432",148,168,140,193
"51171",115,123,112,111
"57664",477,505,503,286
"23645",1106,1451,1221,1820
"4924",1756,2319,2036,1912
"100874085",281,429,357,342
"27294",288,378,231,704
"581",1422,1788,2137,1493
"2512",18715,24075,19285,37634
"2997",1814,2209,2558,1920
"10856",4012,5449,4654,3910
"3972",48,54,46,36
"101059948",48,52,42,46
"1082",26,27,2,16
"114336",26,46,37,38
"114335",14,17,4,10
"93659",29,41,9,24
"94115",44,47,7,22
"94027",157,213,109,208
"4909",143,165,134,98
"3743",48,45,48,25
"6625",7284,9379,6414,6860
"64130",100,140,77,121
"55150",18,24,20,30
"8541",908,1155,942,1031
"54795",1202,1476,1277,1578
"28968",237,261,517,274
"100422979",15,10,25,8
"951",325,447,616,351
"8463",566,769,1004,434
"27120",37,43,47,60
"113091",65,96,49,116
"100507003",134,178,92,148
"57030",114,132,74,103
"55011",1731,2342,1312,1609
"126133",749,908,850,761
"2323",33,37,50,47
"23521",48098,64924,62120,62801
"26819",32,57,51,62
"26818",19,19,14,18
"26817",12,14,18,20
"26816",32,39,36,42
"6205",19199,24959,21871,21251
"84546",64,36,79,65
"2217",40,27,19,14
"51070",2045,2709,2232,1808
"5639",144,186,215,80
"57479",1319,1819,1577,1170
"6237",1407,1758,1151,1978
"58506",2424,3156,3009,2526
"3661",1500,1950,1665,1864
"83596",2568,3019,1551,1274
"3276",5352,7130,6650,6655
"199800",80,108,84,172
"126129",262,327,177,338
"60385",2,17,11,13
"160",3242,4141,3317,3383
"80199",150,240,181,206
"105372435",13,11,7,8
"81857",1869,2204,1676,1435
"102465480",126,157,118,78
"100506033",223,254,227,175
"53635",2269,2822,1934,2155
"101928378",996,1267,800,1020
"11284",1161,1473,903,981
"84335",1069,1317,1969,1339
"79735",936,1261,886,1639
"100616314",13,17,11,22
"259307",152,171,155,108
"23636",1893,2363,1945,1335
"22809",296,410,348,290
"100616483",20,26,25,18
"400709",17,13,7,9
"51231",829,966,666,630
"25888",308,351,353,360
"400710",19,14,5,32
"79784",2375,3126,3386,5447
"3748",344,435,361,268
"105372437",9,13,10,9
"9476",41,83,68,87
"7376",624,860,835,712
"5424",2299,2979,1508,1862
"112703",449,614,443,419
"284361",3129,3910,3253,2908
"126119",324,495,579,706
"554235",44,54,66,39
"94030",77,114,91,48
"84258",158,207,162,133
"342918",86,131,73,121
"50944",281,369,212,217
"6320",135,185,82,159
"93650",14,16,10,3
"84798",1718,2225,2044,1415
"692203",26,45,42,19
"692202",4,27,15,20
"692204",16,22,18,16
"284365",7,10,8,14
"3816",21,14,22,34
"9622",41,26,9,14
"25818",25,79,66,22
"5653",628,945,978,512
"105372442",137,181,226,102
"5650",588,799,943,315
"11202",419,552,716,815
"284366",5,10,15,15
"5655",386,493,760,463
"11012",14,18,14,18
"26085",9,14,7,15
"43847",10,29,15,16
"90353",309,515,417,346
"945",47,55,46,48
"402665",13,33,44,60
"147645",85,154,205,228
"2109",1479,2057,1880,1781
"125875",21,23,17,30
"105372446",12,25,9,25
"89790",23,43,22,47
"7728",283,344,271,274
"102238594",12,16,13,18
"147650",134,135,99,151
"84765",162,243,165,187
"101928571",19,11,23,12
"65251",91,101,98,91
"79898",59,63,40,45
"59348",59,108,77,57
"284370",46,41,33,30
"80110",116,148,105,92
"9668",10,12,6,10
"90317",82,95,232,181
"5518",4800,6053,5335,4770
"105372449",14,2,9,14
"90321",298,341,561,361
"147657",250,287,354,152
"388558",309,431,374,316
"55762",184,260,207,149
"7696",47,73,68,45
"55769",739,972,791,1023
"81856",224,226,195,107
"162966",235,343,374,297
"7576",363,431,318,312
"90333",234,301,321,255
"162967",450,591,581,422
"388559",170,196,190,199
"100529240",43,37,51,29
"399669",37,30,31,16
"125893",98,109,120,80
"79986",21,6,20,14
"90338",571,790,639,821
"390963",22,15,13,3
"91664",127,168,215,195
"107987264",14,24,30,26
"170958",252,265,311,198
"91661",167,182,269,182
"110116772",199,231,264,266
"147804",165,225,216,136
"388561",172,190,230,246
"105372457",9,12,15,28
"91663",3460,4268,2393,3558
"5582",209,261,200,273
"59284",15,31,5,9
"59283",44,54,65,56
"126014",32,45,35,53
"4696",670,978,644,501
"29844",182,268,251,136
"26121",1731,2214,2056,1532
"4849",1602,1969,1401,990
"102724273",35,44,18,30
"79165",282,358,257,203
"147798",723,973,1364,1123
"112268246",193,239,272,223
"79143",1823,2242,2352,1758
"79042",2060,2620,1828,1549
"6203",19205,25900,22256,19479
"11025",24,27,31,17
"107985279",3,20,12,0
"79168",10,10,11,4
"3903",29,39,15,16
"57348",36,37,53,23
"104355426",31,68,66,83
"114823",8444,11074,7954,11187
"94059",265,393,377,390
"148170",28,55,28,20
"55655",908,1149,1500,698
"107985325",47,51,59,33
"51206",51,76,88,83
"112724",803,1041,914,782
"54869",978,1120,778,933
"54776",1871,2413,1798,1444
"7138",2168,2937,2476,2502
"7137",377,430,446,591
"352909",718,1032,881,984
"101930593",235,339,336,342
"6861",54,82,45,80
"5794",844,1041,840,859
"255043",200,226,147,197
"22870",4203,5200,3629,2590
"23640",1290,1571,1114,873
"84446",852,1051,560,1000
"284417",23,61,22,33
"84787",731,983,456,1171
"125965",100,147,60,109
"3589",99,142,63,116
"147744",13,24,27,9
"388564",211,361,259,318
"6158",17729,23081,18542,16677
"102465483",19,17,15,44
"27338",8010,10847,3960,5219
"109623451",34,29,13,22
"79763",596,812,795,644
"89887",272,294,292,202
"57106",708,953,604,488
"284297",11,13,26,16
"100130827",28,35,20,43
"163033",593,795,740,602
"84922",277,314,304,241
"147807",220,250,247,256
"107985322",45,42,61,33
"100507290",565,707,785,494
"147808",113,127,102,88
"107983998",89,106,134,80
"51545",297,323,420,342
"51157",449,594,448,235
"29903",17,24,26,10
"11338",5949,7877,5191,2490
"29924",2231,2935,3070,2370
"338321",12,11,14,6
"204801",21,19,5,3
"147945",8,10,11,31
"126208",787,962,932,831
"55311",415,561,604,494
"79149",53,89,125,64
"100506374",11,17,27,20
"9422",1036,1217,902,866
"6795",23,23,17,59
"390980",280,399,422,331
"105372476",11,14,19,18
"10794",319,412,370,319
"125919",234,328,250,194
"57343",257,261,290,213
"284306",58,91,95,70
"10597",74,105,83,106
"147694",348,458,251,252
"7565",73,98,118,72
"388567",238,292,347,259
"400720",26,61,44,26
"79744",53,68,51,47
"162972",67,82,47,86
"55659",95,136,118,68
"348327",174,212,113,68
"7693",179,216,332,229
"10520",203,319,257,252
"90233",198,255,320,152
"7710",40,39,37,40
"79891",11,28,21,10
"284309",242,274,370,199
"54807",39,77,76,38
"79818",105,146,215,98
"2282",7,25,30,19
"100293516",133,158,342,110
"84914",830,975,1161,647
"100874260",57,71,112,52
"730051",145,188,187,99
"147687",283,305,274,125
"79673",63,99,90,98
"10782",251,276,254,238
"27300",737,813,1033,689
"105372482",71,119,102,91
"7554",555,712,619,735
"108903150",409,484,423,308
"105372481",266,315,282,173
"105372480",91,139,112,92
"342945",141,166,174,115
"1",23,6,18,13
"503538",8,9,19,11
"162968",59,89,113,51
"105372483",9,10,20,6
"116412",61,90,72,60
"6193",12234,16222,13737,13556
"113218487",4154,5123,5503,5208
"201514",480,593,679,478
"7691",34,49,73,20
"388569",187,190,244,81
"25799",258,328,357,133
"55663",157,155,165,153
"112268251",17,17,20,19
"10998",120,160,178,130
"105372485",7,15,13,13
"84878",281,336,682,430
"105372486",43,41,92,52
"10155",17404,22887,13871,11046
"102465976",14,26,16,15
"27243",1484,1968,1773,1720
"9040",2365,3277,2164,2196
"100131691",136,169,214,190
"7593",317,489,495,566
"65996",466,556,779,537
"107987272",28,44,48,31
"140680",446,505,581,612
"85364",376,467,904,527
"100507459",80,102,130,139
"6666",996,1169,1989,1654
"101929937",13,16,10,10
"80023",16,23,16,27
"57761",289,467,679,1099
"10616",1493,1888,1781,4027
"128637",1305,1754,976,1195
"1457",5055,6363,5198,5719
"140809",2443,2966,2389,3455
"107985423",30,21,48,39
"113278",333,394,447,253
"83541",651,808,413,449
"51378",16,8,4,15
"343637",16,20,43,26
"9491",1669,2053,2103,1311
"55321",484,628,535,941
"105372496",41,62,57,98
"642636",14,21,21,11
"9751",423,500,369,307
"100528031",912,1236,1075,776
"27111",41,58,28,39
"100507495",162,200,182,126
"2280",6772,8864,8686,5987
"102465524",12,19,16,14
"55968",1846,2463,1906,2604
"10326",21,25,16,11
"102724545",13,11,12,13
"140885",807,1084,966,481
"140901",1685,2048,1949,1478
"6628",7179,9228,6080,5362
"79175",250,333,424,391
"10528",4696,5910,5541,3358
"100302138",138,183,203,132
"692213",45,71,61,42
"677831",12,13,19,17
"692201",485,591,509,222
"26793",26,47,31,32
"26792",25,56,37,35
"3420",2471,3114,1756,1845
"57593",331,395,285,302
"105372506",19,19,12,12
"56265",17,33,10,10
"64773",422,562,559,896
"64601",787,983,767,611
"5786",2030,2526,1835,1456
"2797",27,27,22,10
"64949",889,1123,980,878
"100134015",44,58,48,65
"22888",303,379,392,375
"60493",408,440,522,239
"9762",482,616,459,496
"107985414",52,68,32,62
"65992",624,768,790,729
"3704",787,1017,1350,743
"83959",757,1036,837,923
"25943",488,625,544,468
"8455",2575,3153,2201,1906
"6614",29,30,16,24
"116835",82,120,77,41
"54976",1255,1582,1473,957
"25876",16,26,32,27
"1059",1888,2319,2469,949
"994",4634,5866,3881,5748
"101929125",36,43,55,73
"55317",192,234,347,173
"57506",7126,9300,8620,5970
"107985395",23,33,53,9
"80025",1395,1890,1360,1106
"11237",572,783,478,569
"54498",729,909,1189,834
"5621",2613,3275,3256,2220
"9770",539,683,557,345
"9962",1309,1624,1501,1232
"29058",1626,2019,2092,1238
"5111",3334,4228,2582,2411
"100302739",1019,1240,766,689
"8760",2038,2601,2062,1951
"56261",744,1032,792,663
"149840",22,33,50,19
"51605",377,455,473,246
"84515",1339,1779,700,666
"101929225",16,35,13,11
"54675",642,724,813,649
"164312",45,63,22,29
"55612",1266,1605,1240,835
"56255",522,588,526,433
"23236",244,329,358,271
"105372521",13,14,12,4
"5332",296,358,203,215
"63926",717,758,821,660
"8195",848,1173,1008,734
"128710",315,413,567,335
"182",1909,2400,2910,1128
"22903",1111,1247,540,623
"55617",383,447,485,253
"140862",33,51,59,39
"105372539",22,12,19,16
"51575",847,1150,982,622
"79133",279,370,319,270
"140733",11,18,28,25
"23767",40,51,42,17
"55614",536,727,460,388
"6629",1554,1947,1422,1163
"631",124,152,423,297
"11034",5166,6679,4677,4070
"6238",5148,6586,7547,5214
"107985440",3,18,37,7
"27131",2261,2692,1685,1317
"692086",56,70,37,33
"92667",1459,1712,1086,924
"58495",25,40,22,5
"100303755",125,144,165,111
"57325",345,399,518,250
"7692",488,597,599,543
"105372550",20,23,18,15
"55184",179,254,207,186
"10621",446,464,413,370
"10741",324,478,509,192
"10483",2874,3610,2744,2247
"388789",575,661,584,461
"92675",957,1065,1042,722
"29075",10,11,11,7
"100270804",14,21,18,25
"54453",22,15,33,42
"51126",1007,1321,875,1379
"105372553",54,74,64,49
"51340",849,1101,1022,653
"26074",17,11,15,15
"57186",1241,1719,1128,758
"55857",322,438,476,389
"101929591",40,46,43,45
"22803",3853,4732,3889,2809
"112268271",494,665,665,793
"3170",7,11,13,4
"7056",9,15,18,25
"29107",227,304,362,292
"100505683",12,5,14,8
"64412",564,655,618,491
"63908",306,462,393,465
"1471",2418,3253,2936,1929
"105372578",28,29,59,99
"57136",2616,3458,2819,2166
"101926889",15,3,12,9
"955",1561,2071,1997,1824
"105372579",12,33,31,46
"5834",2837,3879,3605,2597
"26090",1004,1293,981,727
"105372581",10,9,8,12
"9837",1260,1514,842,836
"22981",569,809,693,728
"140838",379,405,347,307
"102724826",99,126,157,138
"26152",596,704,850,680
"107985400",4,13,10,1
"100134868",19,23,31,11
"100289097",228,313,274,244
"284802",180,222,243,157
"107987280",3,15,11,3
"102723552",22,16,21,22
"81502",2933,3632,3364,1990
"100874042",23,55,33,24
"107985416",27,35,24,34
"105372588",20,36,29,32
"3397",8007,10530,6257,6294
"598",2919,3589,4917,3612
"105372589",21,33,30,32
"103021294",1301,1693,2244,1656
"22974",6195,8207,3540,4059
"85366",32,26,13,1
"164395",9,16,10,3
"81572",570,640,553,449
"140706",78,86,52,75
"9777",1587,2002,2016,1932
"107985403",178,223,225,247
"5326",894,1098,1049,509
"23509",1082,1568,1562,667
"100302183",21,28,51,27
"9371",1727,2119,2316,1108
"171023",2059,2817,2064,2046
"140688",556,670,434,435
"101929698",15,15,10,9
"149951",285,419,268,262
"1789",1339,1791,1219,1499
"22919",3252,4087,3980,2568
"388795",269,309,312,476
"51654",1013,1188,1034,817
"6640",666,786,684,731
"9139",739,970,672,824
"63941",604,908,652,434
"128864",8,24,18,20
"170487",3,16,13,15
"1869",599,816,498,512
"11264",349,423,339,151
"84905",195,240,175,193
"101929746",14,0,18,5
"128866",1994,2771,1938,1392
"101926888",27,43,30,25
"22913",2767,3701,2136,2749
"8894",2591,3862,3297,2676
"434",30,35,50,61
"191",5380,6717,9255,6670
"107985381",62,72,66,49
"83737",2944,3571,2840,2313
"83658",1550,1956,1746,1713
"128869",314,403,524,441
"58476",801,1052,664,719
"23054",1590,2219,1310,1105
"2686",556,806,441,487
"55902",2427,3103,1724,2836
"2937",1931,2292,2489,2119
"57644",109,166,123,143
"107985393",11,14,14,14
"26133",2333,2825,2468,2657
"111089941",414,496,515,365
"55741",272,349,310,235
"10544",1136,1447,1725,1616
"10893",129,166,251,176
"101410538",529,660,961,712
"3692",2908,3697,4010,2851
"55245",553,739,1341,940
"8200",5,11,12,11
"11190",1819,2197,1796,1849
"102725201",78,116,94,101
"51614",3029,3783,4204,3253
"80307",1062,1367,1000,765
"6676",364,527,351,447
"8904",3509,4051,3794,2267
"10137",2101,2700,2463,1649
"9054",436,627,620,511
"140823",1020,1499,946,660
"9584",4037,5142,3611,3930
"51230",1346,1953,1355,1266
"51282",576,746,709,387
"140894",15,14,22,14
"647979",7835,10212,13235,5417
"2036",1079,1414,1051,1166
"105372602",51,49,60,42
"25980",481,699,718,451
"22839",1252,1544,1219,1170
"101926987",10,19,12,19
"10398",1110,1421,937,533
"60436",476,593,634,375
"100527943",538,634,635,380
"55969",692,947,710,434
"84174",74,96,85,60
"57446",870,1191,1004,948
"79980",856,1119,445,704
"140710",1056,1384,1808,955
"140711",74,72,37,23
"25939",908,1212,579,392
"5933",623,761,430,262
"140699",436,521,327,329
"6185",5301,6376,4856,4506
"63905",785,953,1018,853
"6714",1237,1512,1521,1216
"10904",773,1005,620,636
"4826",21,31,45,13
"56259",1005,1431,949,861
"9675",963,1096,935,669
"58490",983,1191,719,534
"7052",965,1164,601,260
"85449",19,14,6,2
"388796",347,448,442,339
"26776",14,20,20,12
"26777",13,9,21,20
"677839",28,48,41,28
"128439",140,146,147,144
"677821",3,11,2,13
"57148",2047,2362,1819,1451
"343578",101,164,194,97
"79913",1079,1397,1186,1094
"81610",2039,2618,1169,957
"60625",306,432,353,215
"9935",36,78,22,11
"101927098",9,27,36,15
"105372621",11,11,46,14
"7150",7122,8915,6568,7965
"101927117",790,909,770,840
"5335",1687,2196,1617,1571
"23051",666,875,865,682
"64900",1025,1354,939,1383
"90187",67,87,68,68
"84181",1440,1672,1613,1021
"6431",5665,7719,5262,3958
"26013",443,505,592,686
"10110",89,150,120,164
"51098",458,528,596,512
"4605",2433,3095,1551,1337
"84969",704,837,590,630
"51526",837,1011,828,1420
"100505783",68,96,57,127
"128486",343,435,414,226
